seed,asset-count,full-score,no-greedy-score,simple-body-score,full-minus-no-greedy,full-minus-simple-body,full-gap,no-greedy-gap,simple-body-gap,full-runtime-ms,no-greedy-runtime-ms,simple-body-runtime-ms
17,50,0.9966879184774353,0.6748802651845751,0.9966879184774353,0.3218076532928602,0.0,0.003312081522564855,0.3251197348154249,0.003312081522564855,7.911022900000001,7.8696956,10.774922000000002
17,100,0.9982054274679871,0.6342445817810084,0.9982054274679871,0.36396084568697873,0.0,0.0017945725320128985,0.36575541821899155,0.0017945725320128985,16.7929643,17.811222100000002,26.464306600000004
17,250,0.9993273682679256,0.58812832693949,0.9993273682679256,0.41119904132843554,0.0,6.726317320745617E-4,0.4118716730605101,6.726317320745617E-4,53.44140970000001,56.364766599999996,107.94856260000002
17,500,0.9996746779764404,0.5619954766671263,0.9996746779764404,0.43767920130931404,0.0,3.253220235596878E-4,0.43800452333287365,3.253220235596878E-4,157.4627777,163.1301433,367.4318338
18,50,0.997873168696926,0.8805231895514447,0.9966879184774353,0.11734997914548129,0.0011852502194906744,0.002126831303074073,0.11947681044855514,0.003312081522564855,11.2714842,10.8923646,11.777731200000002
18,100,0.9982276645149073,0.8377725825220665,0.9982054274679871,0.16045508199284075,2.2237046920170478E-5,0.0017723354850927293,0.16222741747793354,0.0017945725320128985,23.1786621,22.6015045,24.6852934
18,250,0.9993273682679256,0.8006570862545077,0.9993273682679256,0.19867028201341785,0.0,6.726317320745617E-4,0.19934291374549226,6.726317320745617E-4,62.54752190000001,59.793036799999996,65.16139020000001
18,500,0.9996746779764404,0.7839444190994549,0.9996746779764404,0.2157302588769855,0.0,3.253220235596878E-4,0.2160555809005451,3.253220235596878E-4,132.03516589999998,122.02927690000001,145.0584202
19,50,0.9977327324400763,0.8720498993407275,0.9966879184774353,0.1256828330993488,0.0010448139626410002,0.0022672675599236993,0.12795010065927248,0.003312081522564855,10.935025300000001,10.455480900000001,12.7512404
19,100,0.9982054274679871,0.841195472464916,0.9982054274679871,0.15700995500307113,0.0,0.0017945725320128985,0.1588045275350839,0.0017945725320128985,22.259657,21.1885665,26.531745899999997
19,250,0.9993273682679256,0.8021494566234161,0.9993273682679256,0.19717791164450948,0.0,6.726317320745617E-4,0.1978505433765839,6.726317320745617E-4,60.3289563,57.591412500000004,70.1084247
